GENERACION DE ELECTRICIDAD POR PLANTA (MWh);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
año;mes;"Batlle
sala B";"Batlle
unidad 5";"Batlle
unidad 6";CT Motores Batlle;"CT Maldonado
grupo 1";"Punta del Tigre
grupo 1";"Punta del Tigre
grupo 2";"Punta del Tigre
grupo 3";"Punta del Tigre
grupo 4";"Punta del Tigre
grupo 5";"Punta del Tigre
grupo 6";"Punta del Tigre
Turbinas APR A";"Punta del Tigre
Turbinas APR C";"Punta del Tigre
grupos 7 y 8";"Punta del Tigre
grupo 1 B ""ciclo combinado""";"Punta del Tigre
grupo 2 B ""ciclo combinado""";"Punta del Tigre
grupo 3 B ""ciclo combinado""";"CTR La Tablada
grupo 1";"CTR La Tablada
grupo 2";CTR La Tablada Turbinas APR B;C.T. Motores Aggreko - Mot. MVA;C.T. Motores Aggreko - Mot. MVB;"diesel
interconectadas";"diesel
autónomas";Solar Fotovoltaica Autónoma;Terra;Baygorria;Palmar;"Salto Grande
(corresp. a Uruguay)";" ""Parques Eólicos de UTE""";Solar fotovoltáica UTE ;Fotovoltáicas   Privadas                   Solar;Agentes Productores;"TOTAL
generación
Térmica Fosil";"TOTAL
generación
Térmica Biomasa";"TOTAL
generación
térmica";"TOTAL
generación
hidráulica";"TOTAL
generación
eólica";"TOTAL
generación
solar";TOTAL;;;
2013;6;6.670;169;76.956;49.350;0;5.951;30.907;32.896;28.887;28.389;0;30.272;203;;;;;0;130;269;66;39;0;31;;95.635;64.643;146.353;262.917;5.484;;;55.843;;;340.913;569.548;11.599;;922.060;;;
2013;7;0;0;25.958;44.247;0;12.739;14.347;14.895;12.724;14.317;0;20.639;278;;;;;3.170;2.800;381;65;57;0;32;;76.050;58.067;177.302;462.653;6.081;17;;50.256;;;209.438;774.072;13.547;17;997.074;;;
2013;8;30.590;604;22.356;36.456;0;19.630;18.207;18.762;18.588;18.170;0;17.216;348;;;;;0;0;5.769;49;14;0;32;;84.777;64.043;167.625;386.187;6.012;64;;53.567;;;252.113;702.632;14.257;64;969.066;;;
2013;9;24.840;0;52.742;22.894;0;19.558;16.891;16.590;16.233;17.119;1.187;28.439;776;;;;;260;110;564;27;26;0;30;;34.261;32.567;118.554;428.875;6.578;64;;38.219;;;247.798;614.257;15.286;64;877.404;;;
2013;10;0;0;14.230;9.400;0;7.738;2.129;7.032;7.232;7.303;7.216;6.877;410;;;;;0;0;7.167;31;50;0;30;;88.179;57.042;146.592;403.333;4.973;76;;50.697;;;121.312;695.146;11.202;76;827.737;;;
2013;11;0;0;0;206;0;76;68;4;0;6;0;87;112;;;;;0;480;243;58;43;0;29;;89.249;57.909;158.714;595.652;5.979;46;;44.706;;;39.671;901.524;12.426;46;953.668;;;
2013;12;0;21.459;41.851;23.068;0;13.801;14.382;13.278;14.050;13.980;14.968;13.677;14.730;;;;;3.900;0;13.984;0;0;0;49;;104.970;63.148;197.640;368.719;4.449;78;;49.649;;;261.277;734.477;9.997;78;1.005.829;;;
2014;1;21.130;15.825;67.910;38.547;0;18.127;18.175;17.004;18.461;17.749;18.206;24.543;23.576;;;;;7.020;0;24.897;1.709;2.036;0;35;;99.793;64.095;149.148;316.657;3.756;72;;49.538;;;379.209;629.693;9.036;72;1.018.009;;;
2014;2;1.980;0;52.829;36.961;0;7.532;9.141;6.357;6.335;5.377;8.863;1.105;923;;;;;0;0;944;1;0;0;29;;93.681;57.860;219.152;248.658;2.556;58;;45.582;;;179.306;619.351;7.209;58;805.923;;;
2014;3;0;0;41.150;22.603;0;0;0;0;0;0;44;77;0;;;;;160;0;232;22;24;0;32;;96.202;62.885;186.888;367.060;3.962;65;;49.858;;;102.175;713.035;15.990;65;831.264;;;
2014;4;0;0;0;1.153;0;342;4;0;134;160;235;318;0;;;;;0;0;110;26;28;0;31;;95.331;61.100;222.584;423.903;4.511;60;;62.158;;;45.574;802.918;23.636;60;872.188;;;
2014;5;0;0;0;5.767;0;1.090;546;606;591;139;364;683;0;;;;;0;0;437;32;28;0;31;;106.593;69.882;190.630;493.977;3.920;42;;69.803;;;58.493;861.082;25.544;42;945.161;;;
2014;6;0;9;5.088;8.247;0;1.322;1.595;822;1.268;1.072;1.413;164;157;;;;;120;0;321;0;0;4;33;;55.621;33.855;130.960;606.112;5.180;43;;110.559;;;87.392;826.548;49.982;43;963.965;;;
2014;7;0;4.324;20.878;13.221;0;3.704;3.364;3.243;2.848;2.090;2.234;643;64;;;;;220;1.488;426;29;36;0;32;;101.308;60.397;235.969;532.478;5.349;44;;142.458;;;130.759;930.152;75.894;44;1.136.848;;;
2014;8;0;0;0;7.159;0;250;242;92;157;104;231;0;0;;;;;120;60;342;27;26;0;32;;104.037;65.735;222.256;440.068;8.185;69;;147.383;;;75.127;832.096;89.283;69;996.575;;;
2014;9;0;0;0;9.201;0;0;0;0;0;14;0;0;0;;;;;0;0;116;0;0;0;29;;92.650;49.519;201.878;507.558;18.311;56;;150.882;;;71.626;851.605;106.927;56;1.030.214;;;
2014;10;0;0;0;733;0;102;194;218;19;226;147;446;0;;;;;140;100;255;27;26;0;29;;94.172;64.558;244.571;542.669;20.686;65;;157.647;;;68.144;945.970;112.852;65;1.127.030;;;
2014;11;0;0;0;1.427;0;330;147;148;160;162;166;128;0;;;;;0;240;71;47;35;0;31;;100.036;58.918;226.992;446.528;14.514;67;;162.378;;;72.063;832.474;107.920;67;1.012.525;;;
2014;12;0;0;0;4.029;0;423;387;291;0;268;147;0;0;;;;;300;0;459;88;88;0;35;;97.707;61.447;194.986;450.065;20.963;57;;148.849;;;73.092;804.205;103.234;57;980.587;;;
2015;1;0;0;0;3.807;0;479;506;731;198;738;876;11;169;;;;;170;180;277;67;65;0;36;;101.240;65.495;198.891;520.836;18.391;69;;149.410;;;68.937;886.462;107.174;69;1.062.642;;;
2015;2;0;0;9.967;28.180;0;232;96;169;174;200;136;397;812;;;;;1.110;850;2.106;198;316;0;27;;91.494;51.813;126.900;374.115;16.976;44;;142.636;;;102.797;644.322;101.786;44;848.949;;;
2015;3;0;472;0;24.011;0;12.036;11.874;11.550;11.742;11.844;12.453;829;131;;;;;0;0;326;;;0;29;;100.054;62.984;171.775;319.165;23.954;72;;131.049;;;146.198;653.978;106.102;72;906.349;;;
2015;4;0;4.547;305;35.085;0;27.413;28.761;25.288;27.016;26.837;27.132;18.496;17.350;;;;;5.160;6.480;24.603;;;0;26;;53.439;39.523;39.548;186.749;20.876;71;;187.300;;;354.179;319.259;128.496;71;802.006;;;
2015;5;0;0;0;38.207;0;29.858;33.043;27.738;30.255;30.739;30.547;47.584;31.783;;;;;0;1.700;38.535;;;0;25;;2.391;1.301;4.595;309.369;24.014;54;;179.270;;;415.804;317.656;127.494;54;861.009;;;
2015;6;0;0;0;38.761;0;14.538;14.771;12.365;9.649;13.083;13.097;1.029;43;;;;;0;0;3.166;;;0;29;;40.595;28.196;65.647;433.681;26.294;48;;226.620;;;203.853;568.119;169.592;48;941.612;;;
2015;7;0;0;0;6.974;0;1.075;1.870;894;1.041;3.050;850;2.657;0;;;;;200;1.580;5.640;;;0;29;;53.905;37.101;85.553;573.266;26.638;45;1.624;209.401;;;103.724;749.825;158.174;1.668;1.013.392;;;
2015;8;0;0;0;997;0;56;251;160;152;115;0;0;0;;;;;0;0;0;;;0;30;;30.767;32.145;158.665;478.147;32.372;45;4.571;258.967;;;69.726;699.724;223.375;4.616;997.440;;;
2015;9*;0;0;0;116;0;165;64;0;0;0;0;0;0;;;;;0;0;0;;;0;22;;82.135;54.655;169.669;317.409;29.328;62;8.245;258.550;;;76.486;623.868;211.759;8.307;920.420;;;
2015;10;0;0;0;199;0;0;0;0;49;0;0;0;0;;;;;0;0;0;;;0;25;;97.826;64.467;244.325;449.964;35.874;57;8.365;319.792;;;69.593;856.582;286.346;8.422;1.220.943;;;
2015;11;0;0;0;125;0;13;0;0;9;0;0;0;0;;;;;0;0;0;;;0;24;;97.704;66.180;219.950;454.248;30.276;64;9.839;267.874;;;65.859;838.082;232.462;9.903;1.146.306;;;
2015;12;0;0;0;2.710;0;1.352;1.169;1.049;977;994;827;1.526;227;;;;;950;750;912;;;0;28;;70.638;46.215;130.876;448.952;23.742;49;9.716;246.022;;;79.152;696.681;204.084;9.765;989.682;;;
2016;1;0;0;0;3.112;0;1.520;1.499;1.133;1.093;1.402;989;2.023;2.071;;;;;2.240;1.980;0;;;0;33;8;96.011;62.630;185.001;427.154;24.156;76;12.134;280.008;;;95.756;770.796;227.503;12.218;1.106.273;;;
2016;2;0;0;0;6.437;0;3.523;3.856;3.465;3.981;4.086;3.312;7.587;7.323;;;;;7.480;7.790;0;;;0;28;4;73.341;44.867;135.468;420.476;20.022;64;11.568;228.402;;;130.587;674.152;176.704;11.637;993.080;;;
2016;3;;0;0;6.793;;533;548;522;575;604;522;0;0;;;;;510;390;;;;0;6;7;60.659;47.622;66.428;357.967;27.217;66;13.555;280.904;;;92.332;532.676;226.792;13.622;865.422;;;
2016;4;;0;0;3.294;;803;483;779;556;399;74;0;0;;;;;120;130;;;;0;30;7;35.139;26.135;142.291;439.284;28.842;33;7.107;262.676;;;49.616;642.849;248.570;7.147;948.181;;;
2016;5;;0;0;7.294;;2.404;1.019;1.110;1.050;1.158;835;;;55;;;;0;170;;;;0;29;5;70.448;56.541;192.415;502.300;25.409;38;8.461;252.135;;;93.140;821.704;199.527;8.504;1.122.875;;;
2016;6;;0;0;39.946;;25.911;26.156;22.149;25.503;25.440;23.564;;;8.852;;;;7.960;43.720;;;;0;29;5;70.903;67.326;196.612;352.132;21.840;45;9.235;273.647;;;325.919;686.973;218.798;9.284;1.240.973;;;
2016;7;;;;3.786;;20;532;1.058;853;1.055;362;;;83;;;;0;0;;;;0;29;4;69.211;58.523;163.291;487.617;27.373;38;8.446;306.951;;;91.238;778.642;250.864;8.489;1.129.233;;;
2016;8;;;;11.347;;558;911;618;386;453;308;;;144;;;;940;220;;;;0;28;6;73.133;56.952;187.011;297.281;25.972;59;12.693;309.308;;;91.447;614.377;259.746;12.757;978.327;;;
2016;9;;;;373;;126;0;101;0;0;20;;;65;;;;0;0;;;;0;27;5;60.907;32.264;138.060;326.718;28.858;61;13.392;329.179;;;70.868;557.949;287.880;13.460;930.157;;;
2016;10;;;;2.542;;0;0;0;0;0;50;;;65;;;;0;0;;;;0;26;6;27.799;19.078;75.418;325.303;32.819;62;13.711;382.819;;;69.790;447.598;348.530;13.779;879.698;;;
2016;11;;;;130;;48;0;40;0;0;0;;;60;;;;0;0;;;;0;25;7;54.367;31.726;106.079;320.239;22.118;71;16.030;304.294;;;61.549;512.411;265.167;16.109;855.235;;;
2016;12;;;;24.879;;1.999;2.386;1.538;2.163;1.943;2.072;;;1.276;;;;3.120;1.790;;;;0;31;7;75.432;49.181;155.053;281.695;20.679;68;15.222;332.245;;;120.423;561.361;275.698;15.297;972.779;;;
2017;1;;;;1.060;;129;188;0;0;0;175;;;0;19.785;;;0;0;;;;0;33;6;35.975;23.722;74.925;435.083;19.487;65;14.737;357.574;;;99.201;569.705;299.231;14.808;982.945;;;
2017;2;;;;6.622;;660;1.494;1.399;2.417;1.523;2.125;;;834;6.178;;;1.050;1.120;;;;0;27;6;75.146;50.203;115.711;359.207;13.181;58;12.761;262.054;;;102.299;600.267;198.386;12.825;913.777;;;
2017;3;;;;1.335;;224;327;118;275;253;459;;;350;32;;;450;480;;;;0;29;6;58.211;37.834;92.006;407.059;31.815;70;14.413;358.706;;;80.090;595.110;314.763;14.489;1.004.453;;;
2017;4;;;;183;;110;41;14;50;43;124;;;104;0;;;270;280;;;;0;29;5;41.555;27.727;70.982;352.054;45.518;58;12.082;375.985;;;76.450;492.318;346.301;12.145;927.214;;;
2017;5;;;;863;;0;79;0;183;138;43;;;102;203;0;;0;0;;;;0;31;4;59.475;38.701;120.981;518.872;44.705;39;9.059;329.867;;;58.152;738.029;317.859;9.102;1.123.141;;;
2017;6;;;;8.639;;0;1.733;1.922;3.540;2.146;3.504;;;1.042;5.540;15.179;;970;1.300;;;;0;29;5;41.171;25.123;64.726;423.824;29.397;38;11.797;315.583;;;130.237;554.844;260.287;11.840;957.208;;;
2017;7;;;;248;;394;136;0;133;0;82;;;0;543;6.163;;0;0;;;;0;34;4;53.217;31.662;83.837;339.059;44.546;41;12.788;456.214;;;96.483;507.775;412.005;12.834;1.029.097;;;
2017;8;;;;2.176;;287;642;162;251;447;939;;;248;0;269;;0;430;;;;0;30;5;86.107;46.256;176.869;450.804;35.404;53;16.059;325.873;;;85.735;760.036;281.423;16.117;1.143.310;;;
2017;9;;;;5.726;;817;227;765;368;1.039;1.412;;;552;8.614;12.957;;1.769;2.896;;;;0;32;4;69.930;49.078;167.679;424.794;28.541;45;20.071;315.256;;;109.511;711.481;271.462;20.121;1.112.574;;;
2017;10;;;;5.554;;1.085;786;290;1.322;1.122;1.614;;;226;787;0;;0;468;;;;0;43;5;66.591;36.008;114.290;484.679;38.993;51;30.080;345.107;;;80.842;701.568;316.553;30.136;1.129.099;;;
2017;11;;;;5.056;;798;308;512;1.191;538;938;;;79;733;0;;1.690;200;;;;0;37;6;48.641;20.821;94.271;418.859;36.510;73;44.177;389.074;;;77.975;582.592;359.689;44.256;1.064.513;;;
2017;12;;;;12.154;;3.275;2.045;3.323;4.884;3.854;4.233;;;65;10.148;0;;640;630;;;;0;33;7;62.845;41.619;106.000;252.818;38.994;72;46.102;419.902;;;126.220;463.282;377.961;46.181;1.013.644;;;
2018;1;;;;29.212;;5.840;5.296;7.411;6.030;7.340;5.385;;;0;3.369;;;;;;;;0;33;7;69.352;49.953;85.233;210.285;39.976;72;46.603;434.146;;;151.156;414.823;392.882;46.681;1.005.543;;;
2018;2;;;;12.826;;56;48;98;0;0;190;;;19;1.037;0;;0;0;;;;0;35;6;53.959;41.196;65.927;266.444;34.407;69;42.861;385.017;;;85.780;427.526;347.954;42.936;904.195;;;
2018;3;;;;25.217;;6.882;5.587;5.739;7.267;7.484;5.741;;;327;1.711;0;;50;140;;;;0;36;6;44.742;40.808;73.678;190.320;33.307;73;40.866;406.136;;;145.437;349.548;360.186;40.939;896.111;;;
2018;4;;;;7.678;;712;480;443;499;622;592;;;341;1.714;846;;0;0;;;;0;32;5;27.730;30.682;60.240;269.484;37.851;49;28.309;399.960;;;89.904;388.136;361.866;28.314;868.221;;;
2018;5;;;;628;;174;7;5;7;438;432;;;31;1.927;477;;0;0;;;;0;33;4;34.248;38.864;68.029;373.488;42.668;38;19.855;417.248;;;69.300;514.629;394.774;19.859;998.563;;;
2018;6;;;;22.475;;1.688;1.615;469;3.180;1.727;2.511;;;28;22.072;935;852;220;70;;;;0;32;5;68.658;63.799;138.816;273.459;39.671;44;24.280;448.601;;;128.614;544.732;417.532;24.329;1.115.206;;;
2018;7;;;;6.227;;345;436;410;955;819;1.447;;;50;22.769;26.111;9.949;0;0;;;;0;36;4;63.592;55.981;149.162;314.264;51.745;31;17.821;493.105;;;142.571;583.000;471.835;17.856;1.215.261;;;
2018;8;;;;9.004;;22;1.949;1.873;2.201;417;2.298;;;198;3.426;2.005;0;360;0;;;;0;37;5;85.890;53.416;187.576;200.826;61.314;55;31.069;522.501;;;97.398;527.708;510.208;31.129;1.166.442;;;
2018;9;;;;5.526;;0;1.787;1.727;1.948;1.645;431;;;822;2.762;538;0;0;0;;;;0;41;5;50.248;43.936;122.691;374.078;53.208;28;29.454;422.805;;;70.218;590.953;423.022;29.487;1.113.680;;;
2018;10;;;;4.569;;20;293;376;450;524;597;;;2.141;1.088;3.013;0;1.360;0;;;;0;31;7;31.976;21.500;72.969;541.052;44.562;40;34.465;317.815;;;69.321;667.497;307.519;34.512;1.078.848;;;
2018;11;;;;388;;182;53;181;114;315;237;;;108;287;236;0;0;120;;;;0;33;6;23.459;17.117;70.993;508.276;51.250;66;35.349;383.101;;;45.444;619.845;391.161;35.420;1.091.870;;;
2018;12;;;;615;;24;22;19;0;23;25;;;65;2.174;2.332;0;0;0;;;;0;36;6;50.882;28.741;140.092;442.166;33.165;58;37.989;381.942;;;81.313;661.881;339.129;38.054;1.120.376;;;
2019;1;;;;7.696;;642;970;783;405;1.316;1.377;;;3.473;23.328;24.715;17.280;270;230;;;;0;41;5;90.916;59.246;232.926;476.513;42.258;47;34.104;410.866;;;156.888;859.601;378.762;34.156;1.429.407;;;
2019;2;;;;4.309;;1.312;2.874;2.017;123;3.692;3.758;;;2.472;17.436;17.234;12.413;0;0;;;;0;38;5;85.652;54.483;191.208;318.124;36.381;59;40.920;321.150;;;139.456;649.467;285.754;40.984;1.115.661;;;
2019;3;;;;215;;106;164;223;16;271;310;;;33;0;0;0;290;0;;;;0;41;7;45.401;29.603;107.120;453.391;45.543;66;40.203;443.065;;;74.514;635.515;415.762;40.276;1.166.067;;;
2019;4;;;;31;;32;194;69;44;91;372;;;15;0;299;0;0;70;;;;0;37;4;94.043;64.167;132.621;295.391;36.812;51;30.397;363.092;;;78.021;586.222;323.136;30.452;1.017.832;;;
2019;5;;;;215;;7;23;22;11;23;23;;;108;0;1;0;0;0;;;;0;36;3;48.277;37.585;99.191;612.415;43.331;31;20.949;425.311;;;79.233;797.468;389.879;20.983;1.287.563;;;
2019;6;;;;894;;376;120;348;441;319;307;;;637;622;629;0;550;630;;;;0;37;2;10.176;12.232;95.784;333.332;44.591;33;18.449;451.268;;;76.544;451.524;425.225;18.484;971.777;;;
2019;7;;;;3.083;;200;124;0;190;88;0;;;1.028;153;1.014;0;560;460;;;;0;59;5;77.166;50.726;176.404;331.045;47.606;36;25.043;480.683;;;85.339;635.341;449.910;25.084;1.195.673;;;
2019;8;;;;2.674;;39;164;158;409;262;288;;;851;1.405;2.732;0;109;80;;;;0;58;11;93.813;61.048;210.723;430.954;60.094;58;32.812;506.445;;;87.065;796.538;488.702;32.880;1.405.187;;;
2019;9;;;;1.676;;11;62;315;116;258;184;;;392;22.759;21.837;22.510;0;0;;;;0;32;6;81.450;45.486;145.538;189.128;46.568;63;31.768;370.049;;;144.183;461.602;342.586;31.837;980.208;;;
2019;10;;;;77;;27;0;385;0;476;386;;;2;10.324;10.723;9.246;0;0;;;;0;44;5;90.432;34.886;207.295;284.773;56.532;43;26.127;453.360;;;104.201;617.386;437.380;26.175;1.185.142;;;
2019;11;;;;1.752;;0;320;435;84;60;325;;;743;0;808;0;0;0;;;;0;70;5;90.705;57.259;211.446;546.645;50.053;47;42.647;384.240;;;33.400;906.055;405.490;42.698;1.387.644;;;
2019;12;;;;1.003;;0;0;203;54;23;255;;;63;0;0;0;0;0;;;;0;45;6;84.352;51.424;129.278;344.953;41.319;66;45.741;427.657;;;77.050;610.007;393.573;45.813;1.126.444;;;
2020;1;;;;9.885;;105;84;138;0;0;60;;;1.617;13.593;3.841;5.489;0;0;;;;0;69;48;83.628;60.610;134.514;150.199;45.870;64;43.911;437.826;;;118.510;428.951;400.067;44.023;991.550;;;
2020;2;;;;8.457;;158;153;201;232;146;133;;;191;16.033;17.169;17.092;5;0;;;;0;71;33;68.543;54.746;91.257;129.165;39.821;66;42.645;429.851;;;144.352;343.711;385.362;42.745;916.169;;;
2020;3;;;;11.632;;0;0;29;22;0;0;;;0;28.206;34.278;31.900;0;0;;;;0;69;36;44.510;38.620;63.272;70.914;39.844;66;38.263;432.064;;;194.332;217.316;383.712;38.365;833.725;;;
2020;4;;;;201;;56;0;0;0;67;81;;;126;299;503;0;0;0;;;;0;67;33;8.576;8.166;9.609;54.265;49.074;63;34.036;512.284;;;86.846;80.616;475.912;34.132;677.507;;;
2020;5;;;;0;;17;14;17;29;0;0;;;90;547;555;260;0;0;;;;0;77;31;8.922;9.987;41.488;132.552;53.579;18;29.710;559.125;;;94.715;192.949;519.595;29.759;837.018;;;
2020;6;;;;2.501;;264;757;547;555;1.070;1.108;;;153;954;625;221;0;0;;;;0;51;18;21.845;23.359;73.573;421.774;51.151;19;18.856;464.157;;;103.182;540.551;420.932;18.893;1.083.558;;;
2020;7;;;;7.665;;2.246;2.650;2.676;3.207;3.463;3.486;;;2.381;8.012;17.944;8.994;0;0;;;;0;69;25;12.001;11.045;77.410;547.902;51.632;34;24.003;542.120;;;151.593;648.358;504.952;24.061;1.328.965;;;
2020;8;;;;1.280;;20;197;275;431;548;531;;;17;0;0;0;0;0;;;;0;74;30;8.720;7.134;38.960;351.659;59.754;53;29.551;542.883;;;97.261;406.473;508.749;29.634;1.042.116;;;
2020;9;;;;831;;14;297;29;360;392;352;;;193;481;0;0;0;0;;;;0;38;38;13.764;15.788;85.042;286.492;55.262;55;32.420;483.196;;;79.668;401.086;461.777;32.512;975.043;;;
2020;10;;;;13.408;;3.156;3.135;3.838;3.681;1.860;2.348;;;300;13.931;19.045;16.056;507;64;;;;0;37;43;49.771;34.385;84.363;192.307;57.661;58;39.994;525.395;;;173.378;360.826;491.044;40.095;1.065.344;;;
2020;11;;;;34.827;;13.384;13.849;12.091;13.357;14.537;11.534;;;8.931;39.535;40.877;34.980;1.090;7.400;;;;0;38;44;52.515;40.162;80.857;63.319;45.870;64;43.911;437.826;;;330.058;236.853;400.067;44.019;1.010.996;;;
2020;12;;;;28.262;;11.267;12.551;10.960;12.103;12.999;11.520;;;3.829;30.913;26.158;28.394;210;4.530;;;;0;45;41;25.090;17.883;27.614;122.662;47.663;64;46.362;512.098;;;287.538;193.249;465.964;46.468;993.219;;;
2021;1;;;;31.624;;6.909;7.920;6.694;7.375;7.671;6.772;;;4.792;64.616;66.213;70.137;0;0;;;;0;44;47;18.465;15.959;22.914;198.432;46.894;57;42.460;481.543;;;369.420;255.770;439.783;42.563;1.107.537;;;
2021;2;;;;13.504;;1.466;1.160;1.241;1.502;2.028;2.843;;;91;10.544;26.313;19.044;0;0;;;;0;38;37;43.249;34.241;69.220;333.794;31.456;64;38.376;347.723;;;153.650;480.504;305.302;38.477;977.934;;;
2021;3;;;;25.204;;2.020;1.709;1.953;1.477;1.915;1.390;;;569;81.431;73.719;1.201;0;0;;;;0;38;41;27.788;22.436;40.120;96.425;38.303;57;34.113;377.542;;;276.969;186.769;331.502;34.212;829.451;;;
2021;4;;;;16.181;;1.117;1.225;1.001;1.079;1.499;1.000;;;273;21.643;6.602;0;0;0;;;;0;35;32;40.120;35.659;114.934;122.951;48.735;55;32.670;419.983;;;126.995;313.664;393.378;32.756;866.793;;;
2021;5;;;;16.602;;3.044;3.030;2.641;2.756;2.718;2.672;;;678;51.616;38.949;48.088;2.220;2.330;;;;0;33;32;58.978;48.086;109.096;121.157;43.666;43;29.423;491.294;;;269.618;337.317;442.720;29.498;1.079.154;;;
2021;6;;;;12.728;;3.308;3.635;3.315;3.634;2.859;704;;;1.855;16.416;9.174;13.235;410;0;;;;0;33;32;35.708;36.693;173.227;372.025;49.972;33;20.202;518.894;;;166.238;617.653;473.934;20.268;1.278.093;;;
2021;7;;;;18.016;;4.071;3.223;3.778;4.253;3.838;0;;;1.085;46.237;52.488;51.366;100;260;;;;0;35;30;55.516;36.615;167.104;376.439;56.486;49;29.400;551.550;;;282.965;635.674;513.821;29.479;1.461.939;;;
2021;8;;;;39.281;;12.155;11.516;10.227;11.683;10.826;0;;;3.358;88.410;91.402;97.982;910;840;;;;0;35;34;86.160;56.631;193.154;165.427;55.736;54;34.258;411.653;;;469.715;501.372;376.299;34.346;1.381.732;;;
2021;9;;;;29.974;;1.303;1.508;1.188;488;1.221;42;;;962;96.568;82.865;94.802;0;0;;;;0;34;28;67.272;60.140;198.353;389.066;58.297;36;31.218;486.427;;;394.279;714.831;461.400;31.282;1.601.792;;;
2021;10;;;;27.524;;6.233;5.054;5.327;4.200;0;7.024;;;3.897;29.674;45.661;37.220;0;0;;;;0;35;45;60.294;55.339;108.262;403.690;49.745;61;46.630;446.463;;;257.603;627.585;410.454;46.736;1.342.378;;;
2021;11;;;;29.685;;946;723;638;439;16;1.021;;;260;22.659;89.480;58.195;100;270;;;;0;57;37;45.517;33.184;54.234;196.347;48.214;69;45.536;465.627;;;289.363;329.282;428.967;45.643;1.093.255;;;
2021;12;;;;32.133;;3.970;4.443;3.376;4.007;4.494;5.149;;;2.421;76.395;47.384;64.298;1.510;2.020;;;;0;34;41;57.053;45.648;82.124;91.664;45.607;77;51.307;431.613;;;335.112;276.489;393.742;51.425;1.056.768;;;
2022;1*;;;;33.807;;13.147;12.664;10.067;11.627;16.412;15.867;;;5.751;86.741;89.890;95.583;6.330;5.370;;;;0;31;35;29.545;29.140;82.521;57.463;50.249;59;44.244;449.861;;;481.605;198.669;421.791;44.338;1.146.403;;;
2022;2;;;;23.976;;9.568;10.258;6.836;8.539;12.209;13.772;;;1.814;92.900;84.262;92.798;600;0;;;;0;17;32;15.128;14.281;89.224;47.456;40.947;64;39.391;367.108;;;428.019;166.089;337.585;39.488;971.181;;;
2022;3*;;;;21.515;;544;665;349;477;945;1.018;;;309;50.478;24.104;37.906;0;0;;;;0;25;35;24.275;27.265;86.284;152.827;46.947;35;36.651;412.477;;;188.816;290.651;408.944;36.722;925.134;;;
2022;4*;;;;6.457;;106;108;96;13;0;0;;;23;29;30;0;180;220;;;;0;32;31;6.769;12.006;29.837;460.608;39.798;38;33.671;332.777;;;92.185;509.220;287.683;33.740;922.829;;;
2022;5*;;;;2.989;;729;724;268;315;1.363;1.700;;;287;0;591;0;0;0;;;;0;45;27;17.764;18.744;52.876;491.585;42.335;50;27.939;379.485;;;97.477;580.969;333.354;28.016;1.039.815;;;
2022;6*;;;;11.524;;3.622;3.942;2.264;2.758;4.887;6.502;;;305;7.350;9.622;7.467;0;150;;;;0;23;20;44.262;32.912;94.726;549.881;39.416;42;22.534;397.398;;;151.182;721.781;346.048;22.596;1.241.608;;;
2022;7*;;;;9.376;;478;505;159;338;628;870;;;0;25.420;19.147;23.081;0;0;;;;0;25;21;71.499;46.163;155.963;566.553;58.365;29;23.175;522.138;;;176.495;840.178;484.036;23.225;1.523.934;;;
2022;8*;;;;1.217;;257;253;0;205;304;445;;;14;2;0;0;0;0;;;;0;24;31;103.959;56.350;208.841;514.326;58.462;42;32.600;453.310;;;88.544;883.476;425.950;32.673;1.430.642;;;
2022;9*;;;;1.601;;107;95;244;315;346;461;;;84;625;456;0;0;5;;;;0;34;35;75.675;50.889;115.361;266.502;48.361;47;41.309;409.674;;;75.624;508.427;386.784;41.391;1.012.226;;;
2022;10*;;;;208;;0;0;0;70;11;59;;;15;0;0;0;0;0;;;;0;25;34;24.507;19.967;20.746;245.549;52.949;69;41.531;502.577;;;72.411;310.769;483.506;41.635;908.320;;;
2022;11*;;;;6.564;;1;22;60;247;108;173;;;0;0;0;0;0;0;;;;0;27;39;47.040;30.073;52.980;247.055;47.884;70;45.725;452.726;;;80.852;377.148;426.958;45.833;930.791;;;
2022;12;;;;23.894;;3.303;3.631;2.740;6.134;4.649;4.896;;;309;62.676;67.203;66.157;250;0;;;;0;29;42;67.393;43.888;88.098;71.831;47.383;64;48.663;449.624;;;322.698;271.210;420.180;48.768;1.062.857;;;
2023;1;;;;26.466;;5.316;5.286;4.606;9.394;6.674;9.082;;;0;90.107;76.856;85.692;0;0;;;;0;30;40;52.163;38.554;93.281;59.608;43.126;58;49.385;457.276;;;398.774;243.606;421.137;49.425;1.112.942;;;
2023;2;;;;14.970;;10.295;10.730;10.032;13.604;11.439;12.624;;;840;22.278;46.989;27.444;0;160;;;;0;25;34;10.786;8.292;35.647;58.989;37.407;51;41.122;387.740;;;244.760;113.714;361.816;41.155;761.446;;;
2023;3;;;;19.481;;3.930;3.564;3.517;5.070;4.973;5.199;;;368;48.734;56.389;55.364;950;890;;;;28;25;33;21;1.067;2.210;130.613;36.557;32;37.951;405.204;;;286.345;133.911;363.898;37.983;822.136;;;
